artist,genre,title,album,year,lyrics,Amazement,Calmness,Joyful activation,Nostalgia,Power,Sadness,Solemnity,Tenderness,Tension
Luke Bryan,Country,Country Girl (Shake It for Me),Tailgates & Tanlines,2011.0,"Hey girl, go on now. You know you've got everybody looking. Got a little boom in my big truck. Gonna open up the doors and turn it up. Gonna stomp my boots in the Georgia mud. Gonna watch you make me fall in love. Get up on the hood of my daddy's tractor. Up on the toolbox, it don't matter. Down on the tailgate, girl I can't wait. To watch you do your thing. Shake it for the young bucks sittin' in the honky-tonks. For the rednecks rockin' 'til the break of dawn. For the DJ spinnin' that country song. Come on, come on, come on. Shake it for the birds, shake it for the bees. Shake it for the catfish swimming down deep in the creek. For the crickets and the critters and the squirrels. Shake it to the moon, shake it for me girl, aww. Country girl, shake it for me girl. Shake it for me girl, shake it for me. Somebody's sweet little farmer's child. With a gattle in her Bud to get a little wild. Pony tail and a pretty smile. Rope me in from a country mile. So come on over here and get in my arms. Spin me around this big ole barn. Tangle me up like grandma's yarn, yeah, yeah, yeah. Now dance like a dandelion. In the wind on the hill underneath the pines, yea. Move like the river flows. Feel the kick drum down deep in your toes. All I wanna do is get to holdin' you and get to knowin' you. And get to showin' you and get to lovin' you 'fore the night is through. Baby, you know what to do.",1,0,1,0,0,0,0,1,0
Reba McEntire,Country,Stronger Than the Truth,Stronger Than the Truth,2019.0,"I never dreamed of wantin' more. Than a small town, simple life. A little money in our pockets. You're my husband, I'm your wife. But then I fell in icy water. Standing in the grocery line. I overheard my name and yours. And one I did not recognize. Now everything I thought I knew is walking out the door. There's a bottle on the table tellin' me the only thing I know for sure. Is there's not a sound, a sound as loud as silence. There's not a blade sharper than a lie. There's not a low lower than being the last one to know. You got a brand new start with someone new. And there's no whiskey stronger than the truth. You never think it'd be your story. When you're pulling the wool off your eyes. You know, you think you know somebody. Then you don't and you don't know why. Havin' me another won't make the clock rewind. But I'm drinking every drop, knowing what I'm looking for I'll never find. There's not a sound, a sound as loud as silence. Oh, you got a brand new start with someone new. The only thing I can do. Is pour a glass and pretend. That this pain's gonna end. No, there's no whiskey stronger than the truth.",0,0,0,1,0,1,0,0,1
The Doors,Rock,Five to One,Waiting For The Sun,1968.0,"Yeah, c'mon. I love my girl. She lookin' good. C'mon. One more. Five to one, baby. One in five. No one here gets out alive, now. You get yours, baby. I'll get mine. Gonna make it, baby. If we try. The old get old. And the young get stronger. May take a week. And it may take longer. They got the guns. But we got the numbers. Gonna win, yeah. We're takin' over. Come on!. Your ballroom days are over, baby. Night is drawing near. Shadows of the evening. Crawl across the years. Ya walk across the floor with a flower in your hand. Trying to tell me no one understands. Trade in your hours for a handful of dimes. Gonna' make it, baby, in our prime. Come together one more time. Get together one more time. Get together, aha. Get together one more time!. Get together, got to, get together. Ooaaaaaah!. Hey, c'mon, honey. You won't have a long wait for me, baby. I'll be there in just a little while. You see, I gotta go out in this car with these people and. Get together, got to. Take you up in my room and. Hah-hah-hah-hah-hah. Love my girl. She looking good, looking real good. Love you, come on.",0,0,0,0,1,0,1,1,0
The Church,Rock,A New Season,Starfish,1988.0,"Shaded crystal water. Bathed in by God's daughter. Sighing whispers near. A new season passes here. Sensory gifts to all who come. Soak up the stars and setting sun. It's strange and wilder, ageless bechilder. Saved by fire, touched and finer. Gray stands the tower in the distance. Days pass like warm sun on the face. A new season. Shared is the cure to conquer loneliness. Peaceful, blissful union is the priestess. Doubt flows the river into darkness.",1,1,0,1,1,0,1,0,0
John Denver,Country,Follow Me,Take Me to Tomorrow,,"It's by far the hardest thing I've ever done. To be so in love with you and so alone. Follow me where I go, what I do, who I know. Make it part of you to be a part of me. Follow me up and down. All the way and all around. Take my hand and say you'll follow me. It's long been on my mind. You know it's been a long, long time. I've tried to find the way that I can make you understand. The way I feel about you. And just how much I need you. To be there where I can talk to you. When there's no one else around. You see I'd like to share my life with you. And show you things I've seen. Places that I'm going to. Places where I've been. To have you there beside me. To never be alone. And all the time that you're with me. We will be at home. All the way. Take my hand and I will follow you.",0,0,0,0,0,1,0,1,0
Soundgarden,Rock,Black Hole Sun,Superunknown ,1994.0,"In my eyes, indisposed. In disguises no one knows. Hides the face, lies the snake. The sun in my disgrace. Boiling heat, summer stench. 'Neath the black the sky looks dead. Call my name through the cream. And I'll hear you scream again. Black hole sun, won't you come. And wash away the rain? Black hole sun, won't you come? Won't you come? Stuttering, cold and damp. Steal the warm wind, tired friend. Times are gone for honest men. And sometimes far too long for snakes. In my shoes, a walking sleep. And my youth I pray to keep. Heaven send Hell away. No one sings like you anymore. Black hole sun, black hole sun. Hang my head, drown my fear. Till you all just disappear.",0,0,0,0,0,1,0,0,1
Desmond Dekker,Reggae,(Poor Mi) Israelites,This Is Desmond Dekker,,"Get up in the morning slaving for bread, sir. So that every mouth can be fed. Poor me Israelites. My wife an' my kids them a pack up an' a leave me. Darlin' she said, ""I was yours to be seen"". Shirt dem a tear-up trousers a go. I don't want to end up like Bonny and Clyde. After a storm there must be a calm. You catch me in your farm, you sound your alarm. I said, ""I get up in the morning slaving for bread, sir. So that every mouth can be fed"". Look, shirt dem a tear-up trousers a go. A-poor, a-poor, a-poor, a-poor me Israelites. Ima wondering working for hard. I look a-down and out, sir. A-poor.",0,0,0,0,0,1,1,0,1
Desmond Dekker,Reggae,Hippopotamus,King of Ska: Greatest Hits,,"Skinheads, all you skinheads. C'mon, let's move and groove, ohh. You all hypocrite, you all hippopotamus, you all hypocrite, you. You all hypocrite, you all hippopotamus, you all hypocrite, yeah. You nah fe gwan so. You nah fe galang so. What goes up, sir, must come down. You too commutive. Wicked and bad minded, conniving. (Hippopotamus). (You all hypocrite,you all hippopotamus).",0,0,0,0,1,0,0,0,1
The Mighty Diamonds,Reggae,Them never love poor marcus - 2001 digital remaster,,,"Them never love, never love, never love poor Marcus-they never love him, oh no. Them never love, never love. Never love poor Marcus. Till they betray him. Him own brethren sell him fe rice 'n' peas. They didn't know there would be days like this. Now do you man waste in such a squeeze, yeah. Men like Bag O' Wire should burn in fire. The betrayer of Marcus Garvey. 'Til the betray, one bredren sell him for rice and peas. They didn't know there would be days like these. Now the human race in such a squeeze, mmm Yeah. Men like Bag O' Wire should burn. In fire fire fire, Lord betrayer. Black man come together, unity is forever.",0,0,0,0,0,1,1,0,1
Placebo,Rock,Without You I’m Nothing,Without You I’m Nothing,1998.0,"Strange infatuation seems to grace the evening tide. I'll take it by your side. Such imagination seems to help the feeling slide. Instant correlation sucks and breeds a pack of lies. Oversaturation curls the skin and tans the hide. Tick - tock. Tick - tick. I'm unclean, a libertine. And every time you vent your spleen. I seem to lose the power of speech. You're slipping slowly from my reach. You grow me like an evergreen. You've never seen the lonely me at all. I. Take the plan, spin it sideways. Fall. Without you, I'm nothing. (Take the plan, spin it sideways). Without you, I'm nothing at all.",0,0,0,0,0,1,0,0,0
The Sundays,Rock,A Certain Someone,"Reading, Writing, and Arithmetic ",1990.0,"Live your life, have your say. Read your stars, day by day. If I could have anything in the world for free. I wouldn't share it with anyone else but me. Oh, live your life, go your way. And I said, ""Oh no"". Live your life, stake your claim. Wash your clothes, change your name. Ooh, and I said, ""Oh, no, no"". You're too twisted by half. But that's far enough. So live your life, build a home. And fill it full of flowers and a bottle of old cologne. Yeah, if I could have anything in the world for free. Except perhaps a certain someone (x5). Just to be shown another way out. Oh, be careful living in a block of flats. And I never take the lift to the top. No, I never take the lift to the top. Take a swim 'round, take a look down. I'll never believe what we've found. We figured it out, we figured it out. We lived in a house, in a cold room.",1,0,1,0,1,0,0,0,0
Wyclef Jean,Hip-Hop,Diallo,The Ecleftic 2 Sides II a Book,2000.0,"Boy I am so tired. I'll be glad when I get inside the house. Oh, I dropped my keys. Oh, what tis bright light? My God they must gonna rob me. Who these people with them all at they gonna rob me. I'm gonna take out my wallet to make sure they just get the money. Nothing else.. Oh shit, wait. Oh it's the police (*whew*). I feel so much better. I will show them, I have my ID. So they know I am good people. Even though I walk through the valley of the shadow of death. I fear no evil for thou art with me thou ride with me. J-J-Jah! Ras-tafari. I can't forget you knotty dreads, y'all up in here. I gotta respect that, youknowhatI'msayin? Night is in the air. Enemy on the borderline. Who'll be the next to fire. Forty-one shots by Diallo's side? You said he reached sir. But he didn't have no piece sir. But now he rest in peace sir. In the belly of the beast sir. You guys are vampires. In the middle of the night. Suckin' on human blood. Is that your appetite? Have you ever been shot. Forty-one times? Have you ever screamed. And no one heard you cry? Have you ever died. Only so you can live? Have you ever lived. Only so you can die again, then be born again. From these enemies. On the borderline. Suckin on human blood. Is that your appetite sir? Diallo, Diallo, similar to Steven Biko. Diallo, Diallo, you told me the murder was an error. Diallo, Diallo, but every man will be judged. Diallo, Diallo, according to his words. Have you ever been held. Against your will? Taken to a dark place. Where not even scientists can reveal? So what is for Ceasar. Let it be for Ceasar. 'Cause we don't want no peace. We want equal rights and justice.. for. Diallo, Diallo, you tell me that the murder was an error. You know what? You told me, that I wouldn't understand man. Tonight some cry, in the streets a burial. Survival of the fittest, only the strong will survive. How can I survive, with forty-one shots by my side? You guys are murderers. Killin' innocent people. Ohhh. In the belly of the beast sir, liquor shot for. Diallo, Diallo, I can hear your spirit callin, I can hear it. Diallo, Diallo, ten thousand chariots with no riders. Diallo, Diallo, they on they way to America, I hear the tribe singin'. They're sayin', Diallo Diallo, tuye' Diallo. Diallo Diallo, tuye' Diallo. Se menm jen yo te tuye Matim Luther King. Amadou Diallo... Now there ain't but 20,000 police in the whole town. Can you dig it?",0,0,0,1,1,1,1,0,1
The Kinks,Rock,Picture Book,The Kinks Are The Village Green Preservation Society,1968.0,"Picture yourself when you're getting on. Sat by the fireside a-pondering on. Picture book, pictures of your mama, taken by your papa, a long time ago. Picture book, of people with each other, to prove they love each other, a long time ago. Na, na, na, na, na na. Picture book. A picture of you in your birthday suit. You sat in the sun on a hot afternoon. Picture book, your mama and your papa, and fat old Uncle Charlie out boozing with their friends. Picture book, a holiday in August, outside a bed and breakfast in sunny Southend. Picture book, when you were just a baby, those days when you were happy, a long time ago. Na, na, na, na na. A-scooby-dooby-doo. Picture book, pictures of your mama, taken by your papa a long time ago. Long time ago. Yeah, yeah, yeah.",0,0,0,1,0,0,0,1,0
Kendrick Lamar,Hip-Hop,​i (Album Version),To Pimp a Butterfly,2015.0,"Is this mic on? (Hey, move this way, this way). Hey, Hey! Hey! Turn the mic up, c'mon, c'mon. Is the mic on or not? I want the mic. We're bringing up nobody, nobody. Nobody but the number one rapper in the world. He done traveled all over the world. He came back just to give you some game. All of the little boys and girls, come up here. (One two, one two, what's happening, fool?). Come right here, this is for you, come on up. Kendrick Lamar, make some noise, brother. I done been through a whole lot. Trial, tribulation, but I know God. The Devil wanna put me in a bow tie. Pray that the holy water don't go dry. As I look around me. So many motherfuckers wanna down me. But an enemigo never drown me. In front of a dirty double-mirror they found me. And (I love myself). When you lookin' at me, tell me what do you see? (I love myself). Ahh, I put a bullet in the back of the back of the head of the police. Illuminated by the hand of God, boy, don't seem shy. One day at a time. They wanna say it's a war outside, bomb in the street. Gun in the hood, mob of police. Rock on the corner with a line for the fiend. And a bottle full of lean and a model on the scheme, uh. These days of frustration keep y'all on tuck and rotation (Come to the front). I duck these cold faces, post up fi-fie-fo-fum basis. Dreams of reality's peace. Blow steam in the face of the beast. Sky could fall down, wind could cry now. Look at me motherfucker I smile-. Illuminated. All ya'll come to the front, ya'll come up to the front. Baby what about you, come on. (Crazy, what you gon' do?). Lift up your head and keep moving, (Keep moving) turn the mic up. (Haunt you). Peace to fashion police, I wear my heart. On my sleeve, let the runway start. You know the miserable do love company. What do you want from me and my scars? Everybody lack confidence, everybody lack confidence. How many times my potential was anonymous? How many times the city making me promises? So I promise this, nigga. Illuminated by the hand of God, boy don't seem shy. Huh (Walk my bare feet) Huh (Walk my bare feet). Huh (Down, down valley deep) Huh (Down, down valley deep). (I love myself) Huh (Fi-fie-fo-fum) Huh (Fi-fie-fo-fum). (I love myself) Huh (My heart undone) one, two, three. I went to war last night. With an automatic weapon, don't nobody call a medic. I'ma do it till I get it right. I went to war last night (Night, night, night, night). I've been dealing with depression ever since an adolescent. Duckin' every other blessin', I can never see the message. I could never take the lead, I could never bob and weave. From a negative and letting them annihilate me. And it's evident I'm moving at a meteor speed. Finna run into a building, lay my body. (Offstage Argument). Not on my, not while I'm up here. Not on my time, kill the music, not on my time. We could save that shit for the streets. We could save that shit, this for the kids bro. 2015, niggas tired of playin' victim dog. Niggas ain't trying to play vic TuTu, how many niggas we done lost? Yan-Yan, how many we done lost? No for real, answer the que, how many niggas we done lost bro? This, this year alone. Exactly, so we ain't got time to waste time my nigga. Niggas gotta make time bro. The judge make time, you know that, the judge make time right? The judge make time so it ain't shit. It shouldn't be shit for us to come out here and appreciate the little bit of life we got left, dog. On the dead homies, Charlie P, you know that bro. You know that. It's mando, right, it's mando. And I say this because I love you niggas man. I love all my niggas bro. Exac enough said, enough said. And we gon' get back to the show and move on, because that shit petty my nigga. Mic check, mic check, mic check, mic check, mic check. We gon' do some acapella shit before we get back to-. All my niggas listen, listen to this:. I promised Dave I'd never use the phrase ""fuck nigga"". He said, ""Think about what you saying: ""Fuck niggas"". No better than Samuel on the Django. No better than a white man with slave boats"". Sound like I needed some soul searching. My Pops gave me some game in real person. Retraced my steps on what they never taught me. Did my homework fast before government caught me. So I'ma dedicate this one verse to Oprah. On how the infamous, sensitive N-word control us. So many artists gave her an explanation to hold us. Well, this is my explanation straight from Ethiopia. N-E-G-U-S definition: royalty; king royalty - wait listen. N-E-G-U-S description: black emperor, king, ruler, now let me finish. The history books overlook the word and hide it. America tried to make it to a house divided. The homies don't recognize we been using it wrong. So I'ma break it down and put my game in a song. N-E-G-U-S, say it with me, or say it no more. Black stars can come and get me. Take it from Oprah Winfrey, tell her she right on time. Kendrick Lamar, by far, realest Negus alive.",0,0,0,0,1,1,0,0,1
Pearl Jam,Rock,Mind Your Manners,Lightning Bolt,2013.0,"I've got an unfortunate feeling. I been beaten down. I feel that I'm done believing. Now the truth is coming out. What they've taken is more than a vow. They've taken your innocence. And then they throw em on a burning pile. All along they're saying. ""Mind your manners!"". I caught myself believing. That I needed God. And if it's out there somewhere. We sure could use hymn now. Try my patience!. My patience tried. This world's a long love letter. That makes me want to cry. Ah ah ay ay. That's all they're saying. Self-realized and metaphysically redeemed. May not live another life. May not solve all mysteries. Right around the corner. Could be bigger than ourselves. We could will it to the sky. Or we could something else. And all along they're saying. Mind your manners. Always praying. Go to Heaven. That's swell. How do you like your living hell?",0,0,0,0,0,1,0,0,1
Shania Twain,Country,Honey I’m Home,Come On Over,,"The car won't start, it's falling apart. I was late for work and the boss got smart. My pantyline shows, got a run in my hose. My hair went flat, man, I hate that (hate that). Just when I thought things couldn't get worse. I realized I forgot my purse. With all this stress, I must confess. This could be worse than PMS. This job ain't worth the pay. Can't wait until the end of the day. Hey honey, I'm on my way. Hey (hey). Hey. Honey, I'm home and I had a hard day. Pour me a cold one and oh, by the way. Rub my feet, give me something to eat. Fix me up my favorite treat. Honey, I'm back, my neck's killing me. I need to relax and watch TV. Get off the phone, give the dog a bone. Honey, I'm home!. I broke a nail opening the mail. I cursed out loud ;cause it hurt like hell. This job's a pain; it's so mundane. It sure don't stimulate my brain. Hey, hey, hey. Honey, I'm home. Oh, rub my neck, will you? Mmm, I'm home. That feels much better.",0,1,0,0,0,1,0,0,1
Inner Circle,Reggae,Looking for a Better Way,Bad Boys,,"Looking for a better way of life. Well, she's uptown and I'm downtown. Together we'll find our way around. Living our life, we will survive. Rasta in control. They say I have no ambition, no future, no plan. Likkle did they know I am a Rastaman. Who Jah placed among the cursed. Glad that I'm not the worst. Love me likkle jooky, love me like, oh. Love in my heart, me and me jooky make a start. Living our live how we will survive. Not for us to fight, for Rasta must unite, ooh yeah, oh, oh. She's uptown and I'm downtown. Livin' our life, we will survive. Love my likkle, jooky. We not for us to fight, for Rasta must unite, ooh yeah, oh, oh. Now look fi know, I'm hat, that's right. Now look fi know, no more strife. But she's uptown and I'm downtown.",1,1,1,0,1,0,1,1,0
Alan Jackson,Country,Like Red On A Rose,Like Red On A Rose,2006.0,Like red on a rose. When your lips first smiled at me. I was captured instantly. To each his own. Like blue in the sky. The gaze of your willing eyes. Touched something deep inside. And the truth be known. That I love you. Like all little children love pennies. And I love you because I know that. I can't do anything wrong. You're where I belong. And I love you. Like good times of which. I've known many. Because I know you give me. A heart of my own. You make my blood flow.,0,0,1,1,0,0,0,1,0
Nickelback,Rock,Must Be Nice,Feed the Machine,2017.0,"One step, two step, electric slide. Red fish, blue fish, blow your mind. Engine, engine, number nine. Mama's gonna let you set the moon on fire. Jack be nimble, jack be quick. Jack wound up with a broken neck. Humpty Dumpty, do your thing. Daddy's gonna buy you a diamond ring. Oh, it must be nice. To spend each day in paradise. You wonder why you've never failed. Your life's a goddamn fairy tale. Suzie steamboat, you're so fine. Grant the wish I wish tonight. Tinker tailor, whatcha' got? Wheels on the bus are falling off. Pretty maids all in a row. Yes, sir, yes, sir three bags full. Silver spoon at supper time. Four and twenty blackbirds, oh, so high. Stick your diamond ring where the sun don't shine. Your life's a fucking fairy tale.",1,0,1,0,0,0,0,0,1
Shania Twain,Country,Because Of You,Now,2017.0,"I'm independent to a fault, I know this well. But I finally found love without losing myself. I'm so much happier sharing my life. All of the good things and bad things alike. I'm not afraid of the truth, I'm not me without you. Because of you, I'm me. All of a sudden, I'm something I wasn't. Because of you, I see. Everything I can be, lonely is history. I know that I'm better when we're together. Well, there's nothing wrong with the world. Oh, when you smile. The most beautiful sound I ever heard. Is you breathing at night. When you're asleep and don't know I can hear. Sounds like an angel whispering in my ear. I don't know what I would do. If it wasn't for you. Oh, because of you, I'm me. I don't need you the way a child needs a home. It's more like I'm free to admit. I'm not too proud to say out loud. I am who I am 'cause you're part of me now.",1,0,1,0,0,0,0,1,0
The Mighty Diamonds,Reggae,Country Living,Ice on Fire,,"Do, do, do-wah. (Goin' back, goin' back). I'm going back to country living. Where the air is fresh and clean. Going back to natural living. Where the grass grows tall and green. And the skies can be seen. I'll say goodbye to Kingston city. City life is not for me. Going where the stars shines brightly. And the sound of nature's voice. Goes in the scene. 'Cause there's room enough for both of us. Time enough to tell. All the things you wanna do. Country life. Oh with you, yeah with you. (goin' back). Yeah, yeah. I'm Going back to country living. That's where I was meant to be. Gonna take life nice and easy. Country town is my (?). Gonna live as I please, ooh ooh. 'Cause there's room enough for both of us, y'all. Going back to country living. Country town is my old hometown. Gonna live as I please, yes. 'Cause there's room enough for both of us, now. Time enough to tell y'all. There's room enough for both of us, now. (Country) life.",1,0,1,1,0,0,0,1,0
The Charlatans,Rock,Hey Sunrise,Different Days,2017.0,"Bathe in. The sunlight. Is everything alright? I bet, huh. Oh yeah. We build. The house together. In freezing cold weather. With the fish. In the tank. To say thanks. Thanks. It's beginning to look like it's light. It's beginning to look like it's quite bright. My sunrise. In you eyes. Way to go. Let me know. Out of breath. When we met. There at noon. For our debut. Hey sunrise. In your eyes.",1,1,0,0,0,0,0,1,0
Wyclef Jean,Hip-Hop,Million Voices,Carnival Vol. II - Memoirs of an Immigrant,,"Ni ryari izuba, Rizagaruka, Hejuru yacu. Ni nd' uzaricyeza ricyeza. Rwanda, Rwanda. Yeah Rwanda, Rwanda. They said: ""Many are called and few are chosen,"". But I wish some wasn't chosen. For the blood spilling of Rwanda. They said: ""Meshach Shadrach and Abednego. Thrown in the fire but they never got burned,"". But I wish that I didn't get burned in Rwanda. They said: ""The man is judged according to his works,"". So tell me Africa, what's your worth? There's no money, no diamonds, no fortunes. On this planet that can replace Rwanda. Rwanda Rwanda. Yeah, Rwanda Rwanda. These are the cry of the children. Anybody hear my cry? If America, is the United States of America. Then why can't Africa, be the United States of Africa? And if England, is the United Kingdom. Then why can't Africa unite all the kingdoms. And become United Kingdom of Africa? Rwanda Rwanda, Rwanda Rwanda. Yeah, yeah. These are the cries of the children, yeah. Can anybody out there hear our cries? Yeah, heavens cry ... Jesus cry. Lord, did you hear us calling you? Lord, did you hear us calling? Can you do something in Rwanda? I'm talking 'bout Jesus; talking 'bout. Rwanda Rwanda Rwanda. Talking 'bout talking 'bout . I wanna play my guitar for Rwanda..",0,0,0,0,1,1,0,0,0
John Denver,Country,Sunshine on My Shoulders,"Poems, Prayers & Promises",1971.0,Sunshine on my shoulders makes me happy. Sunshine in my eyes can make me cry. Sunshine on the water looks so lovely. Sunshine almost always makes me high. If I had a day that I could give you. I'd give to you the day just like today. If I had a song that I could sing for you. I'd sing a song to make you feel this way. If I had a tale that I could tell you. I'd tell a tale sure to make you smile. If I had a wish that I could wish for you. I'd make a wish for sunshine for all the while. Sunshine almost all the time makes me high. Sunshine almost always.,0,1,1,0,0,0,0,1,0
Drake,Hip-Hop,HYFR,Take Care,2012.0,"Gotta do what I gotta do. All my exes live in Texas like I'm George Strait. Or they go to Georgia State where, tuition is handled. By some random nigga that live in Atlanta. That she only see when she feels obligated. Admitted it to me the first time we dated. But she was no angel, and we never waited. I took her for sushi, she wanted to fuck. So we took it to go, told them don't even plate it. And we never talk too much after I blew up. Just only ""hello"" or a ""happy belated"". And I think I text her and told her I made it. And that's when she text me and told me she prayed it. And that's when I text her and told her I love her. Then right after texted and told her I'm faded. She asked what have I learned since getting richer. I learned working with the negatives. Could make for better pictures. I learned Hennessy and enemies is one hell of a mixture. Even though it's fucked up, girl I'm still fucking with ya. Damn, is it the fall, time for me to revisit the past. It's women to call, there's albums to drop. There's liquor involved. There's stories to tell, we been through it all. Interviews are like confessions. Get the fuck up out my dressing room, confusing me with questions like. Do you love this shit? Are you high right now? Do you ever get nervous? Are you single? I heard you fucked your girl, is it true? You getting money? You think them niggas you with is with you? And I say hell yeah, hell yeah, hell yeah. Fuckin' right, fuckin' right, alright. And we say hell yeah, hell yeah, hell yeah. So much for being optimistic. They say love is in the air, so I. Hold my breath until my face turn purple. Keep a few bad bitches in my circle. My nuts hang like ain't no curfew. Bitch, if you wave, then I will surf you. I flew jet, she flew commercial. But we still met later that night. After my session, she came over. I was aggressive and she was sober. I gave her a pill, she started confessing. And started undressing and ask me to hold her. And so I did, but that was last month. And now she's texting me asking for closure. Damn, she say this shit gon' catch up to me. I keep tissue paper. We eat each other whenever we at the dinner table. She say she hate that she love me. And she wish I was average. Shit, sometimes I wish the same. And I wish she wasn't married. Promises, I hope I never break 'em. Met a female dragon, had a fire conversation. But, interviews are like confessions. Get the fuck up out my bedroom. Confusing me with questions like. Fuckin' right, damn right, alright. (And we say hell yeah, hell yeah, hell yeah. Fuckin' right, damn' right, alright, yeah).",0,0,0,1,0,1,0,1,1
Carrie Underwood,Country,Backsliding,Cry Pretty,2018.0,"I'm not supposed to be thinking 'bout you, lying here in this bed. Too much has gone wrong and we should move on. That's what we both said. There's a million reasons why we said goodbye. Why we couldn't try, couldn't fight for it anymore. Put your ring in the back of the dresser drawer. And we closed that door. So why am I 2 A.M. pickin' up my phone and you're standin' in my porch light. Backsliding. Wearin' your old t-shirt in the mornin', it feels so right. We say we won't, but then we do the same old thing, fallin' right back in. Say it's gonna be the last time. Backsliding, I'm backsliding. Well, I heard that you've been hangin' around with someone new. Yeah, word gets around in such a small town. Bet you heard I'm seein' someone too. There's a million reasons why we should be happy. Not lookin' back, livin' in the past anymore. But they ain't addin' up, I guess they ain't enough. 'Cause here I am. At 2 A.M. pickin' up my phone and you're standin' in my porch light. And we keep pushing, pulling back, sliding. Pushing, pulling, slipping back, sliding. I keep asking myself, keep asking myself. Why do I need you and nobody else? And if we're not meant to be, then why do we keep backsliding? And why am I 2 A.M. pickin' up my phone and you're standin' in my porch light. We say we won't, oh, but then we do, yeah, the same old thing, fallin' right back in. Yeah, yeah. I'm backsliding, yeah. Why do we keep backsliding? I can't help it, I'm backsliding. I need you, I'm backsliding.",0,0,0,1,1,1,0,1,0
Nickelback,Rock,Savin’ Me,All the Right Reasons,2006.0,"Prison gates won't open up for me. On these hands and knees, I'm crawlin'. Oh, I reach for you. Well, I'm terrified of these four walls. These iron bars can't hold my soul in. All I need is you (Come, please, I'm callin'). And oh, I scream for you (Hurry, I'm fallin', I'm fallin'). Show me what it's like (To be the last one standing). And teach me wrong from right (And I'll show you what I can be). And say it for me, say it to me. And I'll leave this life behind me. Say it if it's worth savin' me. Heaven's gates won't open up for me. With these broken wings I'm fallin'. All I see is you. These city walls ain't got no love for me. I'm on the ledge of the eighteenth story. Oh, I scream for you (Come, please, I'm callin'). And all I need from you (Hurry, I'm fallin', I'm fallin'). Hurry, I'm fallin'. And all I need is you (Come, please, I'm callin'). And oh, I scream for you (Hurry, I'm fallin', I'm fallin', I'm fallin'). Say it if it's worth saving me (Hurry, I'm fallin').",0,0,0,0,0,1,0,1,0
Coolio,Hip-Hop,"Mama, I’m In Love Wit A Gangsta",It Takes A Thief,,"Verse 1: Coolio. Hey baby, how you doin? What's goin on? I'm sittin in my motherfuckin cell, it's the same song. Tell my kids that I love em but don't tell em that I'm doing. Keep tryin' and tell em I'll be home soon. Oh baby I'm goin crazy. Cos I keep seein shit that amaze me. Still I had to kill a motherfucker last week. He thought I was a punk and tried to creep up on me in my sleep. I just think that I could hold or squeeze or touch or buck ya. But I can't, so fuck it. I'mma behind these bars and it's burnin like nitro. I might go psycho, the man on the tower got a rifle. Aw shit, there the lights go.. *phone ringing*. (Hello). Chorus: LeShaun. Mama, I'm in love wit a gangsta (damn). Mama, I'm in love wit a gangsta (y'know). Mama, I'm in love wit a gangsta and I know he's a killer. But I love dat nigga. Bridge: LeShaun. Hey ba-by. What's happenin honey? How you doin? I miss you. Verse 2: LeShaun. The kids keep askin where's their papa? I had to tell em daddy got caught by the coppers. It's time for me to raise em up proper by myself. It's a goddamn struggle when a bitch ain't got no help. Now everybody tellin me that you ain't shit black. And when you get out, you'll jack and probably go right the fuck back. Damn, the pressure's gettin hot and heavy. And yeah, I'm gettin sweated by your homey in the blue and white Chevy. But now he's got a condo and a brand new Lexus. Wants me to take a trip with him down to Texas. The ends don't justify the means. And in another life he might've been the man of my dreams. But you know I got your back to the motherfuckin end. But a bitch can't even trip like she doen't need a friend. Chorus. Interlude:. (Hello, you have a collect call from...). Coolio!. (If you choose to accept this call please press 5 now). *number dialed*. Verse 3: Coolio. What the fuck you mean you need a friend? I can't be havin no niggas round my kids. Don't you make me break up outta this motherfucker. And start killin motherfuckers, SHIT!. I know it's rough, I know it's tough. But when you fumble in the game sometimes you get locked up. You better stay away from that punk ass bitch, he ain't shit. And I don't wanna have to kill him. Cos think about the times that we used to have. Don't make me reach out and touch that ass. You put yourself in danger when you fuck with a buster. Like shootin dice without a pistol in a circle of murderers. You got more class than the average-type hooker bitch. Don't switch, he gotta grip but he ain't rich. Now I gotta jet, but if you've got the cheque. Give a nigga a look and put somethin on my books. Peace. Verse 4: LeShaun. Aiyo remember the homey with the Lexus, he took the trip to Texas. Now he's wearin the fuckin Lexus like a necklace. So tell me, what's the drill, baby pa? What's a bitch to do? My nigga's stretched in the pen since '92. Them visits ain't doin the trick, drop fucks make me sick. Cos this po' puddy-tat needs a cat nip. And that motherfucker representin you, I think he resents you. He got evidence he never presents to. The people in court, I heard witnesses abortin. What's he doin about gettin you out to hold the fort? I got some ends, I'mma send you a dime and two dubs. Mama hates you but damn I got love for a gangsta. Chorus to fade.",0,0,0,1,1,1,0,1,1
