artist,genre,title,album,year,lyrics,Amazement,Calmness,Joyful activation,Nostalgia,Power,Sadness,Solemnity,Tenderness,Tension
The Beatles,Rock,Let It Be,Let It Be,1970.0,"Let It Be. When I find myself in times of trouble, Mother Mary comes to me. Speaking words of wisdom, ""let it be"". And in my hour of darkness, she is standing right in front of me. Let it be, let it be. Whisper words of wisdom. Let it be. And when the brokenhearted people living in the world agree. There will be an answer, let it be. For though they may be parted, there is still a chance that they will see. Yeah, there will be an answer. Let it be, yeah, let it be. And when the night is cloudy, there is still a light that shines on me. Shine on 'til tomorrow, let it be. I wake up to the sound of music, Mother Mary comes to me. Speaking words of wisdom, let it be. There will be an answer.",0,1,1,1,1,0,0,1,1
The Who,Rock,Tommy Can You Hear Me,Tommy,1969.0,"Tommy Can You Hear Me. Tommy, can you hear me? Can you feel me near you? Tommy, can you see me? Can I help to cheer you? Tommy, Tommy, Tommy..",0,1,0,0,0,1,0,1,1
​​blink-182,Rock,What’s My Age Again?,Enema of the State,1999.0,What’s My Age Again?. I took her out. It was a Friday night. I wore cologne. To get the feeling right. We started making out. And she took off my pants. But then I turned on the TV. And that's about the time she walked away from me. Nobody likes you when you're 23. And are still more amused by TV shows. What the hell is ADD? My friends say I should act my age. What's my age again? Then later on. On the drive home. I called her mom. From a payphone. I said I was the cops. And your husband's in jail. This state looks down on sodomy. And that's about the time that bitch hung up on me. And are still more amused by prank phone calls. What the hell is call ID? And you still act like you're in freshman year. What the hell is wrong with me? (What's my age again?) That's about the time that she broke up with me. (Please stay with me) No one should take themselves so seriously. (Please stay with me) With many years ahead to fall in line. (Please stay with me) Why would you wish that on me? (Please stay) I never wanna act my age. (With) What's my age again? (Me) What's my age again?,0,0,1,0,1,1,0,1,1
Rita Marley,Reggae,Get it Together,,,"Get it Together. Get it together Harambee. Get it together, get together. Help your brother Harambee. Help your Sister Harambee. Help you brother, help your sister help your brother Harambee. Tell the people Harambee. Tell the people, tell the people. Love one another Harambee. Love on another Harambee. Love one another, love one another.",0,1,0,0,0,0,1,1,0
Dolly Parton,Country,Dumb Blonde,"Hello, I’m Dolly",1967.0,"Dumb Blonde. Don't try to cry your way out of this. Don't try to lie or I'll catch you in it. Don't try to make me feel sorry for you. Just because I'm blonde. Don't think I'm dumb. Because this dumb blonde isn't nobody's fool. When you left you thought I'd sit. And you thought I'd wait. And you thought I'd cry. You called me a dumb blonde. Ah, but somehow I lived through it. And you know if there's one thing this blonde has learned. Blondes have more fun. You flew too high up off the ground. It's stormy wheater and had to come back down. But I've found new thread for my old spool. Because this dumb blonde is nobody's fool.",1,0,1,0,1,0,0,0,1
​​blink-182,Rock,First Date,Take Off Your Pants and Jacket,2001.0,"First Date. In the car, I just can't wait. To pick you up on our very first date. Is it cool if I hold your hand? Is it wrong if I think it's lame to dance? Do you like my stupid hair? Would you guess that I didn't know what to wear? I'm too scared of what you think. You make me nervous, so I really can't eat. Let's go, don't wait, this night's almost over. Honest, let's make this night last forever. Forever and ever, let's make this last forever. When you smile, I melt inside. I'm not worthy for a minute of your time. I really wish it was only me and you. I'm jealous of everybody in the room. Please don't look at me with those eyes. Please don't hint that you're capable of lies. I dread the thought of our very first kiss. A target that I'm probably gonna miss.",1,0,1,0,0,0,0,1,0
Luke Bryan,Country,Knockin’ Boots,,2019.0,"Knockin’ Boots. This truck needs a half tank. These wheels need a two-lane. This radio needs three songs to play. To get me 'cross town to you. That dress needs to slip off. That hair needs to come down. Friday nights need to do. What Friday nights need to do. That's the truth. Yeah, birds need bees and ice needs whiskey. Boys like me need girls like you to kiss me. ""Fishin' in the Dark"" needs Nitty Gritty. Under that pale moon. Sweet tea needs that sugar stirrin'. Small town nights need both ends burnin'. Shades need drawin', hearts need fallin'. Boots need knockin', knockin' boots. Knockin' boots, me and you, oh. Long weeks need a weekend. Cheap drinks need a-slingin'. That dance floor needs some me on you. And you on me tonight. Singalongs need to be sung. Tip bells need to be rung. Last calls need a call that cab. And backseats need I want you so bad. Boys like me need the girls like you to kiss me. Knockin' boots, girl, me and you. Doors need shuttin'. Lights need cuttin'. Lips need lockin'. Boots need knockin'. And birds need bees and ice needs whiskey. Mmm, knockin' boots, me and you, oh. Knockin' boots.",1,0,1,0,0,0,0,1,0
Pink Floyd,Rock,Mother,The Wall,1979.0,"Mother. Mother, do you think they'll drop the bomb? Mother, do you think they'll like this song? Mother, do you think they'll try to break my balls? Ooh-ah, mother, should I build the wall? Mother, should I run for president? Mother, should I trust the government? Mother, will they put me in the firing line? Ooh-ah, is it just a waste of time? Hush now, baby, baby, don't you cry. Mamma's gonna make all of your nightmares come true. Mamma's gonna put all of her fears into you. Mamma's gonna keep you right here, under her wing. She won't let you fly, but she might let you sing. Mamma's gonna keep baby cosy and warm. Ooooh, babe. Ooh, babe. Of course, Mamma's gonna help build the wall. Mother, do you think she's good enoughfor me? Mother, do you think she's dangerousto me? Mother, will she tear your little boy apart? Ooh-ah, mother, will she break my heart? Mamma's gonna check out all your girlfriends for you. Mamma won't let anyone dirty get through. Mamma's gonna wait up until you get in. Mamma will always find out where you've been. Mamma's gonna keep baby healthy and clean. You'll always be baby to me. Mother, did it need to be so high?",0,1,0,0,0,1,0,1,0
Creed,Rock,Weathered,Weathered,2001.0,"Weathered. I lie awake on a long dark night. I can't seem to tame my mind. Slings and arrows are killing me inside. Maybe I can't accept the life that's mine. No, maybe I can't accept the life that's mine. Simple living is my desperate cry. Been trading love with indifference. And, yeah, it suits me just fine. I try to hold on but I'm calloused to the bone. Maybe that's why I feel alone, yeah. Maybe that's why I feel so alone. Because me, I'm rusted and weathered. Barely holding together. I'm covered with skin that peels. And it just won't heal. I am rusted and weathered. No, it just won't heal, no, no, no. The sun shines and I can't avoid the light. I think I'm holding on to life too tight. Ashes to ashes and dust to dust. Sometimes I feel like giving up, yeah. I said, sometimes I feel like giving up. Barely holdin' together. It just won't heal, no. The day reminds me of you. The night hides your truth. The earth is a voice. Speaking to you. Take all this pride. And leave it behind. Because one day it ends. One day we die. Believe what you will. That is your right. But I choose to win. I choose to fight, to fight. Covered with skin that peels. And it just won't.",0,0,0,0,0,1,0,0,0
Burning Spear,Reggae,Not Guilty,,,"Not Guilty. The crime you want to charge. I-Man for, it's not possible. And I am not guilty. I've been following all these. Great foreigners footsteps. Foreigners like honorable. Marcus Mosiah Garvey. Mr. Malcom X. Martin Luther King. Its they who payed. The way for I and I. So therefore I and I. Could be recognized. Jah send them, Jah send them. Marcus Garvey was the first. Rastaman, from Jamaica. And Malcom X was the. American Rastaman. He was a Rastaman. They criticize the man's. Philosophy. But they sould remember, he. Set an example. The red, the black an green -. Marcus original. Some people want you to. Be ignorant, and lack off speech. And live in fear. I was only following all these. Great foreigners' footsteps, the. First voices of my people. Mr. and Ms jury, use your. Discretion, I am not guilty.",0,0,0,0,1,0,1,0,1
J. Cole,Hip-Hop,Love Yourz,2014 Forest Hills Drive,2014.0,"Love Yourz. Love yours. No such thing. No such thing as a life that's better than yours. No such thing as a life that's better than yours (Love yours). No such thing, no such thing. Heart beatin' fast, let a nigga know that he alive. Fake niggas, mad snakes. Snakes in the grass let a nigga know that he arrived. Don't be sleepin' on your level. 'Cause it's beauty in the struggle, nigga (Beauty, beauty). Goes for all y'all. It's beauty in the struggle, nigga (Beauty, beauty). Let me explain, yeah. It's beauty in the struggle, ugliness in the success. Hear my words or listen to my signal of distress. I grew up in the city and know sometimes we had less. Compared to some of my niggas. Down the block, man, we were blessed. And life can't be no fairytale, no once upon a time. But I be goddamned if a nigga don't be tryin'. So tell me, Momma please, why you be drinkin' all the time? Does all the pain he brought you still linger in your mind? 'Cause pain still lingers on mine. On the road to riches, listen, this is what you'll find. The good news is, nigga, you came a long way. The bad news is, nigga, you went the wrong way. Think being broke was better. (think being broke was better). For what's money without happiness? Or hard times without the people you love? Though I'm not sure what's 'bout to happen next. I ask for strength from the Lord up above. 'Cause I've been strong so far. But I can feel my grip loosenin'. Quick, do somethin' before you lose it for good. Get it back and use it for good. And touch the people how you did like before. I'm tired of livin' with demons 'cause they always invitin' more. Now I don't mean that phrase with no disrespect. To all my niggas out there livin' in debt. Cashin' minimal checks, turn on the TV see a nigga Rolex. And fantasize about a life with no stress. I mean this shit sincerely. And as a nigga who was once in your shoes. Livin' with nothin' to lose, I hope one day you hear me. Always gon' be a bigger house somewhere, but nigga feel me. Long as the people in that motherfucker love you dearly. Always gon' be a whip that's better than the one you got. Always gon' be some clothes that's fresher than the ones you rock. Always gon' be a bitch that's badder out there on the tours. But you ain't never gon' be happy 'til you love yours.",0,0,0,1,0,1,1,0,1
Rita Marley,Reggae,Thank You Jah,Who Feels It Knows It,1980.0,"Thank You Jah. Thank you Jah for what you've done for me. Thank you Jah for what your doing now. Thank you Jah for every little thing. Thank you Jah for you make me sing. I'm gonna singalong, singalong. Said I'm in no competition, ooh. But I've made my decision, ooh. You can keep. You can keep your opinion. I just callin' on the white man communion. Right now, now. Thank you Jah for every little thing, yeah, yeah. Thank you Jah you make the birds to sing. We're gonna singalong, singalong. (..). Comin' goin', comin' goin', comin' goin'. I'm want to tell you. Thank you Jah for you make me to sing.",0,0,0,1,1,0,1,0,0
Nickelback,Rock,Someday,The Long Road,2003.0,"Someday. How the hell'd we wind up like this? Why weren't we able, to see the signs that we missed. And try to turn the tables. I wish you'd unclench your fists, and unpack your suitcase. Lately there's been too much of this. But don't think it's too late. Nothing's wrong, just as long as you know that someday I will. Someday, somehow. I'm gonna make it all right, but not right now. I know you're wondering when. (You're the only one who knows that). Well I'd hope that since we're here anyway. That we could end up saying. Things we've always needed to say. So we could end up staying. Now the story's played out like this. Just like a paperback novel. Let's rewrite an ending that fits. Instead of a Hollywood horror. You're the only one who knows that.",0,0,0,1,0,0,1,0,0
50 Cent,Hip-Hop,Candy Shop,The Massacre,2005.0,"Candy Shop. Yeah, uh-huh. So seductive. I'll take you to the candy shop. I'll let you lick the lollipop. Go ahead, girl, don't you stop. Keep going 'til you hit the spot, whoaa. Boy, one taste what I got. I'll have you spendin' all you got. You could have it your way, how do you want it? You gonna back that thing up or should I push up on it? Temperature rising, okay, let's go to the next level. Dance floor jam-packed, hot as a tea kettle. I break it down for you now, baby, it's simple. If you be a nympho, I be a nympho. In the hotel or in the back of the rental. On the beach or in the park, it's whatever you into. Got the magic stick, I'm the love doctor. Have your friends teasing you about how sprung I got you. When you show me what you working, baby, no problem. Get on top, get your bounce around like a low rider. I'm a seasoned vet when it come to this shit. After you work up a sweat, you could play with the stick. I'm trying to explain, baby, the best way I can. I melt in your mouth, girl, not in your hand (uh-huh). Girl, what we do, what we do. And where we do, and where we do. The things we do, things we do. Are just between me and you, yeah, oh yeah, yeah. Give it to me, baby, nice and slow. Climb on top, ride like you in a rodeo. You ain't never heard a sound like this before. 'Cause I ain't never put it down like this. Soon as I come through the door. She kept pulling on my zipper. It's like a race, who can get undressed quicker. Isn't it ironic, how erotic it is to watch her in thongs? Had me thinking about that ass after I'm gone. I touched the right spot at the right time. Lights on or lights off, she like it from behind. So seductive, you should see the way she whine. Her hips in slow-mo on the floor when we grind. Long as she ain't stoppin', homie, and I ain't stoppin'. Dripping wet with sweat, man, it's on and poppin'. All my champagne campaign, bottle after bottle, it's on. And we gon' sip 'til every bubble in every bottle is gone.",0,0,1,0,1,0,0,1,0
Burning Spear,Reggae,Jah No Dead,Rockers (Original Soundtrack Recording),,"Jah No Dead. They tried to fool the black population By telling them that jah jah dead And they tried to fool the black population By telling them that jah jah dead.. I & i knows jah - jah no dead - jah no dead. Jah no dead (5x) Oooh nooo - jah no dead. My knowledge increase My memory reflect Marcus garvey did say. A rumour rumour rumour rumour rumour Aah marcus say A rumour rumour rumour rumour rumour Aah marcus say - jah no dead Jah no dead. It was I-man who say Green and gold, it's the rainbow. The lion the lion decrowned the king The lion the lion decrowned the king Inna in adis abeba - aaafrica Jah no dead - jah no dead no dead - jah no dead. Meet me at the bank of the beautiful river When your journey has end I & i will discuss about this matter.",0,0,0,0,0,0,1,0,1
The Smiths,Rock,How Soon Is Now?,Hatful of Hollow,1985.0,"How Soon Is Now?. I am the son and the heir. Of a shyness that is criminally vulgar. I am the son and heir of nothing in particular. You shut your mouth. How can you say I go about things the wrong way? I am human and I need to be loved. Just like everybody else does. There's a club, if you'd like to go. You could meet somebody who really loves you. So you go and you stand on your own. And you leave on your own. And you go home and you cry and you want to die. When you say ""it's gonna happen now"". When exactly do you mean? See I've already waited too long. And all my hope is gone.",0,0,0,1,0,1,0,0,1
The Cure,Rock,A Letter to Elise,Wish,1992.0,"A Letter to Elise. Oh, Elise it doesn't matter what you say. I just can't stay here every yesterday. Like keep on acting out the same. The way we act out. Every way to smile, forget. And make-believe we never needed. Any more than this. Oh, Elise it doesn't matter what you do. I know I'll never really get inside of you. To make your eyes catch fire. The way they should. The way the blue could pull me in. If they only would, if they only would. At least I'd lose this sense of sensing. Something else that hides away. From me and you, there are worlds to part. With aching looks and breaking hearts. And all the prayers your hands can make. Oh, I just take as much as you can throw. And then throw it all away. Oh I'll throw it all away. Like throwing faces at the sky. Like throwing arms round yesterday. I stood and stared. Wide-eyed in front of you. And the face I saw looked back the way I wanted to. But I just can't hold my tears away the way you do. Elise, believe I never wanted this. I thought this time I'd keep all of my promises. I thought you were the girl I always dreamed about. But I let the dream go. And the promises broke and make-believe ran out. So, Elise it doesn't matter what you say. And every time I try to pick it up. Like falling sand. As fast as I pick it up. It runs away through my clutching hands. But there's nothing else I can really do. There's nothing else I can really do. At all.",0,0,0,1,0,1,0,1,1
Miranda Lambert,Country,Little Red Wagon,Platinum,2014.0,"Little Red Wagon. You only love me for my big sunglasses. And my Tony Lamas. And my Dodge Dart Classic. You said ""I'll be Johnny and you'll be June. I'll ride with you to the moon"". But guess what? You can't ride in my little red wagon. The front seat's broken and the axle's draggin'. You can't step to this backyard swagger. You know it ain't my fault when I'm walkin' jaws droppin' like. Ohhhh. Ahhhh. Ahh. Oh, heaven help me. I been sowwin' wildflower seeds. And chasin' tumbleweeds. But that's just who I be. And you're just tryin' to slow this rolling stone. But I'm on to you babe. So guess what? Oh, you only love me for my big sunglasses and my Tony Lamas. I live in Oklahoma. And I've got long, blonde hair. And I play guitar and I go on the road. And I do all the shit you wanna do. And my dog does tricks. And I ain't about drama y'all. I love my apron. But I ain't your momma. What?!.",0,1,0,1,0,0,0,1,1
Bob Marley & The Wailers,Reggae,Redemption Song,Uprising,1979.0,"Redemption Song. Old pirates, yes, they rob I. Sold I to the merchant ships. Minutes after they took I. From the bottomless pit. But my hand was made strong. By the hand of the Almighty. We forward in this generation. Triumphantly. Won't you help to sing. These songs of freedom? Cause all I ever have. Redemption songs. Emancipate yourselves from mental slavery. None but ourselves can free our minds!. Have no fear for atomic energy. Cause none of them can stop the time. How long shall they kill our prophets. While we stand aside and look? Some say it's just a part of it. We've got to fulfill the book. Whoa! Cause none of them-ah can-ah stop-ah the time. Yes, some say it's just a part of it. All I ever have. These songs of freedom. Songs of freedom.",0,0,0,1,1,0,1,0,1
